id,deck_card,field,title,creator,date,holding_institution,source_url,image_url,licence,licence_url,attribution_line,alt_text,verified_date,notes
s6_2,"s6 — The cleaner has arrived, with a very large duster",situation,Ostrich Feather Dusters Street Vendors ... (Photo JC PLE),Bernard DUPONT,2023-02-16,Wikimedia Commons contributor,https://commons.wikimedia.org/wiki/File:Ostrich_Feather_Dusters_Street_Vendors_..._(Photo_JC_PLE)_(52692691194).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ostrich_Feather_Dusters_Street_Vendors_..._%28Photo_JC_PLE%29_%2852692691194%29.jpg/960px-Ostrich_Feather_Dusters_Street_Vendors_..._%28Photo_JC_PLE%29_%2852692691194%29.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Ostrich Feather Dusters Street Vendors ... (Photo JC PLE) — Bernard DUPONT — Wikimedia Commons — CC BY-SA 2.0,"A row of many large, colourful ostrich-feather dusters on long poles for sale at an outdoor street stall in Oudtshoorn, South Africa, with a historic sandstone building behind.",2026-08-09,Wide environmental shot — dusters are numerous and large but smaller in frame than a close-up; kept for real-world context alongside the close-up candidate.
s7_1,s7 — The lights go out,situation,The darkened halls of Classics at Schaeffer Hall,Ken_Mayer,Undated,Wikimedia Commons contributor (via Openverse/Flickr),https://www.flickr.com/photos/14529688@N08/9623821664,https://live.staticflickr.com/2890/9623821664_577283c71c_b.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,The darkened halls of Classics at Schaeffer Hall — Ken_Mayer — Openverse — CC BY 2.0,"A dim, almost-dark corridor with a stone column and staircase, only two ceiling lamps glowing, a lit sign reading CLASSICS on a doorway ahead.",2026-08-09,"Known Commons candidate (Museum After Dark) rejected on inspection — it showed a brightly lit orange gallery of rock album covers, not a dark scene. This is a real dim/dark building interior instead; only one strong candidate found despite extensive searching across Commons/Openverse for genuinely dark museum interiors under open licence."
s8_1,s8 — A very slow tour group,situation,Benton Museum of Art tour group,Sdkb,2023-04-28,Wikimedia Commons contributor,https://commons.wikimedia.org/wiki/File:Benton_Museum_of_Art_tour_group.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Benton_Museum_of_Art_tour_group.jpg/960px-Benton_Museum_of_Art_tour_group.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Benton Museum of Art tour group, Sdkb (2023). Wikimedia Commons. CC BY-SA 4.0.",A museum guide gestures while speaking to a cluster of visitors standing in front of framed artworks on a pale blue gallery wall.,2026-08-09,
s8_2,s8 — A very slow tour group,situation,Guided tour of the museum,AstroSamantha,Undated,Wikimedia Commons contributor (via Openverse/Flickr),https://www.flickr.com/photos/65541944@N07/14044871819,https://live.staticflickr.com/5542/14044871819_5bf4a90e3e_b.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,Guided tour of the museum — AstroSamantha — Openverse — CC BY 2.0,A small tour group of adults in matching blue jumpsuits and a guide in a red dress stand together in a curved museum corridor lined with model rockets and display cases.,2026-08-09,
s9_1,s9 — Being photographed for the catalogue,situation,(Photography equipment Tripod Photo Camera Tripod photograph in a studio),David Adam Kess,2019-03-14,Wikimedia Commons contributor,https://commons.wikimedia.org/wiki/File:(Photography_equipment_Tripod_Photo_Camera_Tripod_photograph_in_a_studio).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/%28Photography_equipment_Tripod_Photo_Camera_Tripod_photograph_in_a_studio%29.jpg/960px-%28Photography_equipment_Tripod_Photo_Camera_Tripod_photograph_in_a_studio%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"(Photography equipment Tripod Photo Camera Tripod photograph in a studio), David Adam Kess (2019). Wikimedia Commons. CC BY-SA 4.0.","A tall black video camera tripod with its handle extended, standing on a grey-tiled studio floor with other tripods and gear in the background.",2026-08-09,
s9_2,s9 — Being photographed for the catalogue,situation,set-up,tim-johnson,Undated,Wikimedia Commons contributor (via Openverse/Flickr),https://www.flickr.com/photos/83451854@N00/3391792777,https://live.staticflickr.com/3594/3391792777_def3e73047_b.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,set-up — tim-johnson — Openverse — CC BY 2.0,"An empty photography studio: two bright softbox lights face a white paper backdrop laid out on the floor, ready for a subject to be photographed.",2026-08-09,"Source metadata tags (bodybuilder, muscles, pose) suggest this was shot for a portrait session, but the frame itself shows only the empty lit set — no people are visible, so it reads cleanly as a studio set-up for Year 8."
s10_1,s10 — A child has escaped the tour,situation,Run,Georgie Pauwels,Undated,Wikimedia Commons contributor (via Openverse/Flickr),https://www.flickr.com/photos/53662163@N06/16210624873,https://live.staticflickr.com/7592/16210624873_351a059df5_b.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,Run — Georgie Pauwels — Openverse — CC BY 2.0,"Black-and-white photo of a young girl mid-run down a museum staircase and gallery, arms swinging, captured in motion blur, with a skylight glowing above.",2026-08-09,"Confirmed as the strong known candidate. Searched several backup terms (child running gallery, kid running exhibit, boy running museum floor blur) — nothing else matched the scene closely enough to include; one additional candidate was pulled and screened but rejected as an unrelated party photo."
s11_1,s11 — An empty plinth appears next door,situation,Morse empty pedestal jeh,Jim.henderson,2019-01-06,Wikimedia Commons contributor,https://commons.wikimedia.org/wiki/File:Morse_empty_pedestal_jeh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Morse_empty_pedestal_jeh.jpg/960px-Morse_empty_pedestal_jeh.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Morse empty pedestal jeh, Jim.henderson (2019). Wikimedia Commons. CC BY-SA 4.0.","A stone pedestal in a park reading MORSE, with a green sign explaining the statue has been temporarily removed for conservation.",2026-08-09,
s11_2,s11 — An empty plinth appears next door,situation,"Empty plinth, Durham Market Square - geograph.org.uk - 1592012",hayley green,2009-11-20,Wikimedia Commons contributor (source: geograph.org.uk),"https://commons.wikimedia.org/wiki/File:Empty_plinth,_Durham_Market_Square_-_geograph.org.uk_-_1592012.jpg",https://upload.wikimedia.org/wikipedia/commons/9/99/Empty_plinth%2C_Durham_Market_Square_-_geograph.org.uk_-_1592012.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Empty plinth, Durham Market Square, hayley green (2009). Wikimedia Commons. CC BY-SA 2.0.","A large stone plinth stands bare in a historic town square, its statue removed for cleaning, with shoppers walking past in the foreground.",2026-08-09,"Deliberately avoided the Edward Colston toppled-statue plinth (Bristol) that ranked in search results, per instructions — this is a neutral statue-removed-for-cleaning scene instead."
s12_1,s12 — Someone left a window open,situation,Window & Curtains,www.trek.today,Undated,Wikimedia Commons contributor (via Openverse/Flickr),https://www.flickr.com/photos/34107995@N00/3455697097,https://live.staticflickr.com/3334/3455697097_abac0e4d59_b.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,Window & Curtains — www.trek.today — Openverse — CC BY 2.0,"Sheer cream curtains hang in front of a sunlit window, framed by heavier dark drapes pulled to each side.",2026-08-09,
s12_2,s12 — Someone left a window open,situation,summer wind,rhoftonphoto,Undated,Wikimedia Commons contributor (via Openverse/Flickr),https://www.flickr.com/photos/34317036@N00/3181254685,https://live.staticflickr.com/3131/3181254685_3bde7d6505_b.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,summer wind — rhoftonphoto — Openverse — CC BY 2.0,Black-and-white close-up of a sheer patterned curtain billowing over a kitchen sink as a breeze comes through the open window behind it.,2026-08-09,
